سال آبي,اشتراک,امور,اشتراک برق,محدوده مطالعاتي,شهرستان,MA_XUTM,MA_YUTM,عمق چاه,دبي,ساعت کارکرد,اضافه کسربرداشت,تخليه مترمکعب,نوع چاه,نوع مصرف,نيرو محرکه,وضعيت چاه,برداشت واقعي,کنتور هوشمند,conat,ID
1395-96,524331,آب مشهد,0,مشهد - چناران,باخرز,696312,4084321,15,1,4256,0,15321.6,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,15321.6,ندارد,6.96312E+12,2
1395-96,524329,آب مشهد,0,مشهد - چناران,چناران,673301,4083853,30,1.5,4256,0,22982.4,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,22982.4,ندارد,6.73301E+12,1
1395-96,526635,آب مشهد,0,مشهد - چناران,چناران,676610,4087293,20,2,4256,0,30643.2,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,30643.2,ندارد,6.7661E+12,1
1395-96,526636,آب مشهد,99999,مشهد - چناران,چناران,676876,4086784,15,2.5,4256,0,38304,نيمه عميق,كشاورزي,برقي,غيرمجاز,38304,ندارد,6.76876E+12,1
1395-96,526639,آب مشهد,0,مشهد - چناران,چناران,676826,4087664,15,2,4256,0,30643.2,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,30643.2,ندارد,6.76826E+12,1
1395-96,526640,آب مشهد,0,مشهد - چناران,چناران,676662,4087152,20,2.3,4256,0,35239.68,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,35239.68,ندارد,6.76662E+12,1
1395-96,524958,آب مشهد,0,مشهد - چناران,چناران,677325,4091207,4,1,4256,0,15321.6,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,15321.6,ندارد,6.77325E+12,1
1395-96,519968,آب مشهد,0,مشهد - چناران,چناران,665220,4086455,15,1.5,4256,0,22982.4,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,22982.4,ندارد,6.6522E+12,1
1395-96,519969,آب مشهد,0,مشهد - چناران,چناران,665281,4086358,15,1.2,4256,0,18385.92,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,18385.92,ندارد,6.65281E+12,1
1395-96,519970,آب مشهد,0,مشهد - چناران,چناران,665284,4086441,11,0.5,4256,0,7660.8,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7660.8,ندارد,6.65284E+12,1
1395-96,519971,آب مشهد,0,مشهد - چناران,چناران,665289,4086409,20,1.4,4256,0,21450.24,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,21450.24,ندارد,6.65289E+12,1
1395-96,519972,آب مشهد,0,مشهد - چناران,چناران,665317,4086333,20,2,4256,0,30643.2,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,30643.2,ندارد,6.65317E+12,1
1395-96,519973,آب مشهد,0,مشهد - چناران,چناران,665164,4086258,20,1.2,4256,0,18385.92,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,18385.92,ندارد,6.65164E+12,1
1395-96,519974,آب مشهد,0,مشهد - چناران,چناران,665169,4086224,14,1,4256,0,15321.6,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,15321.6,ندارد,6.65169E+12,1
1395-96,519975,آب مشهد,0,مشهد - چناران,چناران,665201,4086226,20,1.5,4256,0,22982.4,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,22982.4,ندارد,6.65201E+12,1
1395-96,519976,آب مشهد,0,مشهد - چناران,چناران,665228,4086254,20,1.5,4256,0,22982.4,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,22982.4,ندارد,6.65228E+12,1
1395-96,519977,آب مشهد,0,مشهد - چناران,چناران,665244,4086227,20,1.8,4256,0,27578.88,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,27578.88,ندارد,6.65244E+12,1
1395-96,519978,آب مشهد,0,مشهد - چناران,چناران,665231,4086649,20,1.3,4256,0,19918.08,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,19918.08,ندارد,6.65231E+12,1
1395-96,519979,آب مشهد,0,مشهد - چناران,چناران,665264,4086671,20,1,4256,0,15321.6,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,15321.6,ندارد,6.65264E+12,1
1395-96,519980,آب مشهد,0,مشهد - چناران,چناران,665173,4086673,20,1.2,4256,0,18385.92,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,18385.92,ندارد,6.65173E+12,1
1395-96,519981,آب مشهد,0,مشهد - چناران,چناران,665291,4086280,20,1,4256,0,15321.6,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,15321.6,ندارد,6.65291E+12,1
1395-96,520625,آب مشهد,309349,مشهد - چناران,چناران,671030,4079775,140,1.5,5475,-29565,29565,عميق,شرب روستايي,برقي,مجاز,0,ندارد,6.7103E+12,1
1395-96,524010,آب مشهد,99999,مشهد - چناران,چناران,672960,4082545,18,0.5,3500,0,6300,نيمه عميق,كشاورزي,برقي,غيرمجاز,6300,ندارد,6.7296E+12,1
1395-96,525515,آب مشهد,0,مشهد - چناران,چناران,675132,4085364,11,0.5,4256,0,7660.8,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7660.8,ندارد,6.75132E+12,1
1395-96,525521,آب مشهد,0,مشهد - چناران,چناران,675881,4085613,8,1,4256,0,15321.6,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,15321.6,ندارد,6.75881E+12,1
1395-96,525524,آب مشهد,99999,مشهد - چناران,چناران,676276,4085871,6,1.5,4256,0,22982.4,نيمه عميق,كشاورزي,برقي,غيرمجاز,22982.4,ندارد,6.76276E+12,1
1395-96,525531,آب مشهد,99999,مشهد - چناران,چناران,676834,4086192,16,2,4256,0,30643.2,نيمه عميق,كشاورزي,برقي,غيرمجاز,30643.2,ندارد,6.76834E+12,1
1395-96,525534,آب مشهد,99999,مشهد - چناران,چناران,676971,4086367,12,2,4256,0,30643.2,نيمه عميق,كشاورزي,برقي,غيرمجاز,30643.2,ندارد,6.76971E+12,1
1395-96,525535,آب مشهد,99999,مشهد - چناران,چناران,676961,4086397,15,2,4256,0,30643.2,نيمه عميق,كشاورزي,برقي,غيرمجاز,30643.2,ندارد,6.76961E+12,1
1395-96,525536,آب مشهد,99999,مشهد - چناران,چناران,677013,4086491,19,2.5,4256,0,38304,نيمه عميق,كشاورزي,برقي,غيرمجاز,38304,ندارد,6.77013E+12,1
1395-96,525537,آب مشهد,99999,مشهد - چناران,چناران,677019,4086584,23,6,4256,0,91929.6,نيمه عميق,كشاورزي,برقي,غيرمجاز,91929.6,ندارد,6.77019E+12,1
1395-96,525539,آب مشهد,99999,مشهد - چناران,چناران,676215,4085871,8,1,4256,0,15321.6,نيمه عميق,كشاورزي,برقي,غيرمجاز,15321.6,ندارد,6.76215E+12,1
1395-96,525540,آب مشهد,99999,مشهد - چناران,چناران,676237,4085938,13,2,4256,0,30643.2,نيمه عميق,كشاورزي,برقي,غيرمجاز,30643.2,ندارد,6.76237E+12,1
1395-96,525541,آب مشهد,99999,مشهد - چناران,چناران,676263,4085908,13,2,4256,0,30643.2,نيمه عميق,كشاورزي,برقي,غيرمجاز,30643.2,ندارد,6.76263E+12,1
1395-96,525542,آب مشهد,99999,مشهد - چناران,چناران,676134,4085858,12,2,4256,0,30643.2,نيمه عميق,كشاورزي,برقي,غيرمجاز,30643.2,ندارد,6.76134E+12,1
1395-96,525543,آب مشهد,99999,مشهد - چناران,چناران,676137,4085866,12,2,4256,0,30643.2,نيمه عميق,كشاورزي,برقي,غيرمجاز,30643.2,ندارد,6.76137E+12,1
1395-96,525545,آب مشهد,99999,مشهد - چناران,چناران,676449,4085945,9,1,4256,0,15321.6,نيمه عميق,كشاورزي,برقي,غيرمجاز,15321.6,ندارد,6.76449E+12,1
1395-96,525236,آب مشهد,0,مشهد - چناران,چناران,677038,4086439,3,0.5,4256,0,7660.8,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7660.8,ندارد,6.77038E+12,1
1395-96,525240,آب مشهد,0,مشهد - چناران,چناران,674809,4084970,5,0.5,4256,0,7660.8,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7660.8,ندارد,6.74809E+12,1
1395-96,525267,آب مشهد,0,مشهد - چناران,چناران,675818,4085524,10,0.5,4256,0,7660.8,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7660.8,ندارد,6.75818E+12,1
1395-96,525270,آب مشهد,37939,مشهد - چناران,چناران,662799,4082694,150,3,5475,0,59130,عميق,شرب روستايي,برقي,مجاز,59130,ندارد,6.62799E+12,1
1395-96,525301,آب مشهد,99999,مشهد - چناران,چناران,675463,4085437,6,1,4256,0,15321.6,نيمه عميق,كشاورزي,برقي,غيرمجاز,15321.6,ندارد,6.75463E+12,1
1395-96,525303,آب مشهد,99999,مشهد - چناران,چناران,675601,4085586,12,2,4256,0,30643.2,نيمه عميق,كشاورزي,برقي,غيرمجاز,30643.2,ندارد,6.75601E+12,1
1395-96,525304,آب مشهد,99999,مشهد - چناران,چناران,675624,4085620,9,2,4256,0,30643.2,نيمه عميق,كشاورزي,برقي,غيرمجاز,30643.2,ندارد,6.75624E+12,1
1395-96,525305,آب مشهد,99999,مشهد - چناران,چناران,675653,4085620,16,2,4256,0,30643.2,نيمه عميق,كشاورزي,برقي,غيرمجاز,30643.2,ندارد,6.75653E+12,1
1395-96,525306,آب مشهد,99999,مشهد - چناران,چناران,675637,4085633,10,1,4256,0,15321.6,نيمه عميق,كشاورزي,برقي,غيرمجاز,15321.6,ندارد,6.75637E+12,1
1395-96,525693,آب مشهد,99999,مشهد - چناران,چناران,676461,4085906,6,0.5,4256,0,7660.8,نيمه عميق,كشاورزي,برقي,غيرمجاز,7660.8,ندارد,6.76461E+12,1
1395-96,526030,آب مشهد,99999,مشهد - چناران,چناران,675073,4085359,18,1,4256,0,15321.6,نيمه عميق,كشاورزي,برقي,غيرمجاز,15321.6,ندارد,6.75073E+12,1
1395-96,526031,آب مشهد,0,مشهد - چناران,چناران,677027,4086462,8,0.5,4256,0,7660.8,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7660.8,ندارد,6.77027E+12,1
1395-96,526032,آب مشهد,99999,مشهد - چناران,چناران,675208,4084967,15,0.5,4256,0,7660.8,نيمه عميق,كشاورزي,برقي,غيرمجاز,7660.8,ندارد,6.75208E+12,1
1395-96,526033,آب مشهد,99999,مشهد - چناران,چناران,675241,4084894,15,1,4256,0,15321.6,نيمه عميق,كشاورزي,برقي,غيرمجاز,15321.6,ندارد,6.75241E+12,1
1395-96,526035,آب مشهد,0,مشهد - چناران,چناران,676553,4086016,10,2,4256,0,30643.2,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,30643.2,ندارد,6.76553E+12,1
1395-96,526037,آب مشهد,0,مشهد - چناران,چناران,676845,4086248,7,0.5,4256,0,7660.8,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7660.8,ندارد,6.76845E+12,1
1395-96,525022,آب مشهد,0,مشهد - چناران,چناران,675914,4085730,12,0.5,4256,0,7660.8,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7660.8,ندارد,6.75914E+12,1
1395-96,525034,آب مشهد,0,مشهد - چناران,چناران,675197,4085008,15,2,1000,0,7200,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7200,ندارد,6.75197E+12,1
1395-96,525035,آب مشهد,0,مشهد - چناران,چناران,675128,4084946,12,3,4256,0,45964.8,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,45964.8,ندارد,6.75128E+12,1
1395-96,525036,آب مشهد,99999,مشهد - چناران,چناران,675270,4085096,18,2,1000,0,7200,نيمه عميق,كشاورزي,برقي,غيرمجاز,7200,ندارد,6.7527E+12,1
1395-96,525038,آب مشهد,99999,مشهد - چناران,چناران,672839,4082576,20,1.5,4256,0,22982.4,نيمه عميق,كشاورزي,برقي,غيرمجاز,22982.4,ندارد,6.72839E+12,1
1395-96,525039,آب مشهد,0,مشهد - چناران,چناران,672930,4082821,20,1,4256,0,15321.6,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,15321.6,ندارد,6.7293E+12,1
1395-96,525045,آب مشهد,0,مشهد - چناران,چناران,674722,4084843,5,1,4256,0,15321.6,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,15321.6,ندارد,6.74722E+12,1
1395-96,525048,آب مشهد,99999,مشهد - چناران,چناران,676614,4085982,13,1,4256,0,15321.6,نيمه عميق,كشاورزي,برقي,غيرمجاز,15321.6,ندارد,6.76614E+12,1
1395-96,525052,آب مشهد,99999,مشهد - چناران,چناران,675917,4085732,7,1,4256,0,15321.6,نيمه عميق,كشاورزي,برقي,غيرمجاز,15321.6,ندارد,6.75917E+12,1
1395-96,525053,آب مشهد,0,مشهد - چناران,چناران,676918,4086715,3,1,3400,0,12240,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,12240,ندارد,6.76918E+12,1
1395-96,525054,آب مشهد,0,مشهد - چناران,چناران,676216,4085904,10,1.5,4256,0,22982.4,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,22982.4,ندارد,6.76216E+12,1
1395-96,525307,آب مشهد,99999,مشهد - چناران,چناران,675661,4085618,12,1.5,4256,0,22982.4,نيمه عميق,كشاورزي,برقي,غيرمجاز,22982.4,ندارد,6.75661E+12,1
1395-96,525316,آب مشهد,301926,مشهد - چناران,چناران,672963,4082544,35,5,4256,0,76608,نيمه عميق,كشاورزي,برقي,غيرمجاز,76608,ندارد,6.72963E+12,1
1395-96,525321,آب مشهد,0,مشهد - چناران,چناران,674903,4085003,10,1.5,4256,0,22982.4,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,22982.4,ندارد,6.74903E+12,1
1395-96,525327,آب مشهد,0,مشهد - چناران,چناران,674788,4084949,14,2.5,4256,0,38304,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,38304,ندارد,6.74788E+12,1
1395-96,525328,آب مشهد,99999,مشهد - چناران,چناران,676698,4086104,13,2,4256,0,30643.2,نيمه عميق,كشاورزي,برقي,غيرمجاز,30643.2,ندارد,6.76698E+12,1
1395-96,525333,آب مشهد,0,مشهد - چناران,چناران,667161,4082175,170,6,4250,0,91800,عميق,كشاورزي,ديزلي,غيرمجاز,91800,ندارد,6.67161E+12,1
1395-96,525336,آب مشهد,0,مشهد - چناران,چناران,674830,4084973,10,2,4256,0,30643.2,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,30643.2,ندارد,6.7483E+12,1
1395-96,525337,آب مشهد,99999,مشهد - چناران,چناران,676492,4086051,7,1,4256,0,15321.6,نيمه عميق,كشاورزي,برقي,غيرمجاز,15321.6,ندارد,6.76492E+12,1
1395-96,525338,آب مشهد,0,مشهد - چناران,چناران,674895,4084998,12,1.5,4256,0,22982.4,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,22982.4,ندارد,6.74895E+12,1
1395-96,525339,آب مشهد,99999,مشهد - چناران,چناران,676452,4085978,13,2,4256,0,30643.2,نيمه عميق,كشاورزي,برقي,غيرمجاز,30643.2,ندارد,6.76452E+12,1
1395-96,525340,آب مشهد,99999,مشهد - چناران,چناران,676624,4086067,13,2.5,4256,0,38304,نيمه عميق,كشاورزي,برقي,غيرمجاز,38304,ندارد,6.76624E+12,1
1395-96,525341,آب مشهد,99999,مشهد - چناران,چناران,676701,4086105,15,2,4256,0,30643.2,نيمه عميق,كشاورزي,برقي,غيرمجاز,30643.2,ندارد,6.76701E+12,1
1395-96,525344,آب مشهد,99999,مشهد - چناران,چناران,676504,4085977,14,2,4256,0,30643.2,نيمه عميق,كشاورزي,برقي,غيرمجاز,30643.2,ندارد,6.76504E+12,1
1395-96,525345,آب مشهد,99999,مشهد - چناران,چناران,676434,4085940,8,1.5,4256,0,22982.4,نيمه عميق,كشاورزي,برقي,غيرمجاز,22982.4,ندارد,6.76434E+12,1
1395-96,525346,آب مشهد,99999,مشهد - چناران,چناران,676481,4085965,6,1.5,4256,0,22982.4,نيمه عميق,كشاورزي,برقي,غيرمجاز,22982.4,ندارد,6.76481E+12,1
1395-96,525347,آب مشهد,99999,مشهد - چناران,چناران,676539,4086091,10,1.5,4256,0,22982.4,نيمه عميق,كشاورزي,برقي,غيرمجاز,22982.4,ندارد,6.76539E+12,1
1395-96,525091,آب مشهد,0,مشهد - چناران,چناران,676739,4085903,7,0.5,4256,0,7660.8,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7660.8,ندارد,6.76739E+12,1
1395-96,525092,آب مشهد,512406,مشهد - چناران,چناران,675417,4085443,12,1.2,4256,0,18385.92,نيمه عميق,كشاورزي,برقي,غيرمجاز,18385.92,ندارد,6.75417E+12,1
1395-96,525094,آب مشهد,0,مشهد - چناران,چناران,673364,4083610,10,0.5,4256,0,7660.8,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7660.8,ندارد,6.73364E+12,1
1395-96,525404,آب مشهد,99999,مشهد - چناران,چناران,676723,4086149,13,2,4256,0,30643.2,نيمه عميق,كشاورزي,برقي,غيرمجاز,30643.2,ندارد,6.76723E+12,1
1395-96,525407,آب مشهد,99999,مشهد - چناران,چناران,676423,4085942,13,1.5,4256,0,22982.4,نيمه عميق,كشاورزي,برقي,غيرمجاز,22982.4,ندارد,6.76423E+12,1
1395-96,525410,آب مشهد,0,مشهد - چناران,چناران,675169,4085212,12,1,4256,0,15321.6,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,15321.6,ندارد,6.75169E+12,1
1395-96,525413,آب مشهد,0,مشهد - چناران,چناران,674721,4084836,8,1.5,4256,0,22982.4,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,22982.4,ندارد,6.74721E+12,1
1395-96,525435,آب مشهد,0,مشهد - چناران,چناران,675382,4085365,12,2,4256,0,30643.2,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,30643.2,ندارد,6.75382E+12,1
1395-96,525502,آب مشهد,0,مشهد - چناران,چناران,676511,4086008,14,0.5,4256,0,7660.8,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7660.8,ندارد,6.76511E+12,1
1395-96,525503,آب مشهد,0,مشهد - چناران,چناران,676785,4086800,14,0.5,4256,0,7660.8,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7660.8,ندارد,6.76785E+12,1
1395-96,525504,آب مشهد,0,مشهد - چناران,چناران,676612,4087285,20,2,1000,0,7200,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7200,ندارد,6.76612E+12,1
1395-96,525505,آب مشهد,99999,مشهد - چناران,چناران,676717,4086154,10,1,4256,0,15321.6,نيمه عميق,كشاورزي,برقي,غيرمجاز,15321.6,ندارد,6.76717E+12,1
1395-96,525796,آب مشهد,0,مشهد - چناران,چناران,675626,4085228,12,0.5,4256,0,7660.8,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7660.8,ندارد,6.75626E+12,1
1395-96,525806,آب مشهد,0,مشهد - چناران,چناران,674851,4084956,3,0.5,4256,0,7660.8,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7660.8,ندارد,6.74851E+12,1
1395-96,525218,آب مشهد,0,مشهد - چناران,چناران,675655,4085617,9,0.5,4256,0,7660.8,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7660.8,ندارد,6.75655E+12,1
1395-96,525222,آب مشهد,0,مشهد - چناران,چناران,673226,4083546,10,0.5,4256,0,7660.8,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7660.8,ندارد,6.73226E+12,1
1395-96,525223,آب مشهد,0,مشهد - چناران,چناران,676005,4085904,10,1.5,4256,0,22982.4,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,22982.4,ندارد,6.76005E+12,1
1395-96,525225,آب مشهد,0,مشهد - چناران,چناران,676628,4087142,18,0.5,4256,0,7660.8,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7660.8,ندارد,6.76628E+12,1
1395-96,525229,آب مشهد,99999,مشهد - چناران,چناران,675820,4085537,8,1,4256,0,15321.6,نيمه عميق,كشاورزي,برقي,غيرمجاز,15321.6,ندارد,6.7582E+12,1
1395-96,526329,آب مشهد,0,مشهد - چناران,چناران,673329,4083834,25,1.5,3500,0,18900,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,18900,ندارد,6.73329E+12,1
1395-96,526330,آب مشهد,0,مشهد - چناران,چناران,673204,4083558,25,1.5,3500,0,18900,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,18900,ندارد,6.73204E+12,1
1395-96,515572,آب مشهد,999999,مشهد - چناران,چناران,676885,4086805,5,3,4256,0,45964.8,نيمه عميق,كشاورزي,برقي,غيرمجاز,45964.8,ندارد,6.76885E+12,1
1395-96,515601,آب مشهد,999999,مشهد - چناران,چناران,676565,4086056,6,3,4256,0,45964.8,نيمه عميق,كشاورزي,برقي,غيرمجاز,45964.8,ندارد,6.76565E+12,1
1395-96,517853,آب مشهد,976197,مشهد - چناران,چناران,671127,4071716,100,25,4256,269609.65,383040,عميق,كشاورزي,برقي,مجاز,652649.65,دارد,6.71127E+12,1
1395-96,514906,آب مشهد,50046,مشهد - چناران,چناران,666723,4077118,90,19,4256,-76415.99,291110,عميق,كشاورزي,برقي,مجاز,214694.01,دارد,6.66723E+12,1
1395-96,514907,آب مشهد,50047,مشهد - چناران,چناران,666994,4076816,100,12,4256,66654.51,183859,عميق,كشاورزي,برقي,مجاز,250513.51,دارد,6.66994E+12,1
1395-96,519785,آب مشهد,0,مشهد - چناران,چناران,676742,4086176,5,0.5,4256,0,7660.8,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7660.8,ندارد,6.76742E+12,1
1395-96,518437,آب مشهد,976300,مشهد - چناران,چناران,667943,4079763,180,21.5,4256,185344.46,329414,عميق,كشاورزي,برقي,مجاز,514758.46,دارد,6.67943E+12,1
1395-96,518832,آب مشهد,0,مشهد - چناران,چناران,676504,4086095,5,2,4256,0,30643.2,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,30643.2,ندارد,6.76504E+12,1
1395-96,514917,آب مشهد,976124,مشهد - چناران,چناران,667385,4078851,115,24.67,4256,284051.52,377984,عميق,كشاورزي,برقي,مجاز,662035.52,دارد,6.67385E+12,1
1395-96,514931,آب مشهد,400001,مشهد - چناران,چناران,671380,4070545,80,12,4256,295293.23,183859,عميق,كشاورزي,برقي,مجاز,479152.23,دارد,6.7138E+12,1
1395-96,514955,آب مشهد,978241,مشهد - چناران,چناران,665245,4078581,130,37,4256,-149644.73,566899,عميق,كشاورزي,برقي,مجاز,417254.27,دارد,6.65245E+12,1
1395-96,515847,آب مشهد,999999,مشهد - چناران,چناران,676524,4086075,5,0.3,4256,0,4596.48,نيمه عميق,كشاورزي,برقي,غيرمجاز,4596.48,ندارد,6.76524E+12,1
1395-96,515327,آب مشهد,0,مشهد - چناران,چناران,675480,4085523,5,1,4256,0,15321.6,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,15321.6,ندارد,6.7548E+12,1
1395-96,518113,آب مشهد,0,مشهد - چناران,چناران,675559,4085596,4,1,4256,0,15321.6,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,15321.6,ندارد,6.75559E+12,1
1395-96,517210,آب مشهد,978202,مشهد - چناران,چناران,664614,4080999,110,32,4256,50670.39,490291,عميق,كشاورزي,برقي,مجاز,540961.39,دارد,6.64614E+12,1
1395-96,515881,آب مشهد,971296,مشهد - چناران,چناران,673048,4083973,50,2.5,5475,0,49275,عميق,شرب روستايي,برقي,مجاز,49275,ندارد,6.73048E+12,1
1395-96,515476,آب مشهد,976642,مشهد - چناران,چناران,676529,4086074,30,1.5,4256,-276.14,22982,عميق,كشاورزي,برقي,مجاز,22705.86,ندارد,6.76529E+12,1
1395-96,517398,آب مشهد,0,مشهد - چناران,چناران,673052,4072409,110,50,5000,0,900000,عميق,كشاورزي,ديزلي,غيرمجاز,900000,ندارد,6.73052E+12,1
1395-96,519660,آب مشهد,50051,مشهد - چناران,چناران,667384,4071575,120,30,4256,-20034.26,459648,عميق,كشاورزي,برقي,مجاز,439613.74,دارد,6.67384E+12,1
1395-96,517276,آب مشهد,514767,مشهد - چناران,چناران,661396,4082608,120,2,5475,-39420,39420,عميق,شرب روستايي,برقي,مجاز,0,ندارد,6.61396E+12,1
1395-96,518359,آب مشهد,512624,مشهد - چناران,چناران,671486,4078180,170,5.33,5475,0.3,105054,عميق,شرب روستايي,برقي,مجاز,105054.3,ندارد,6.71486E+12,1
1395-96,516698,آب مشهد,977370,مشهد - چناران,چناران,673891,4075831,130,30,4256,286402.13,459648,عميق,كشاورزي,برقي,مجاز,746050.13,دارد,6.73891E+12,1
1395-96,514619,آب مشهد,400508,مشهد - چناران,چناران,668524,4080126,160,19,4256,57154.79,291110,عميق,كشاورزي,برقي,مجاز,348264.79,دارد,6.68524E+12,1
1395-96,515161,آب مشهد,16027,مشهد - چناران,چناران,666586,4072490,135,24.7,4256,178613.69,378444,عميق,كشاورزي,برقي,مجاز,557057.69,دارد,6.66586E+12,1
1395-96,515169,آب مشهد,978508,مشهد - چناران,چناران,664973,4079516,120,25,4256,150296.87,383040,عميق,كشاورزي,برقي,مجاز,533336.87,دارد,6.64973E+12,1
1395-96,515170,آب مشهد,978507,مشهد - چناران,چناران,666097,4077858,120,26,4256,-23970.04,398362,عميق,كشاورزي,برقي,مجاز,374391.96,دارد,6.66097E+12,1
1395-96,515176,آب مشهد,50030,مشهد - چناران,چناران,667922,4076830,115,31.5,4256,-50886.46,482630,عميق,كشاورزي,برقي,مجاز,431743.54,دارد,6.67922E+12,1
1395-96,515182,آب مشهد,971803,مشهد - چناران,چناران,669078,4069277,140,31,4256,-52029.78,474970,عميق,كشاورزي,برقي,مجاز,422940.22,دارد,6.69078E+12,1
1395-96,515202,آب مشهد,16035,مشهد - چناران,چناران,665538,4076410,130,24.67,4256,219234.09,377984,عميق,كشاورزي,برقي,مجاز,597218.09,دارد,6.65538E+12,1
1395-96,515075,آب مشهد,983843,مشهد - چناران,چناران,670858,4072622,60,8.5,4256,83666.08,130234,عميق,كشاورزي,برقي,مجاز,213900.08,دارد,6.70858E+12,1
1395-96,514823,آب مشهد,50053,مشهد - چناران,چناران,668178,4071049,120,30,4256,-144873.85,459648,عميق,كشاورزي,برقي,مجاز,314774.15,دارد,6.68178E+12,1
1395-96,514824,آب مشهد,978496,مشهد - چناران,چناران,671132,4076442,250,30,4256,330453.38,459648,عميق,كشاورزي,برقي,مجاز,790101.38,دارد,6.71132E+12,1
1395-96,514825,آب مشهد,400117,مشهد - چناران,چناران,671893,4077254,230,27,4256,334460.95,413683,عميق,كشاورزي,برقي,مجاز,748143.95,دارد,6.71893E+12,1
1395-96,514826,آب مشهد,400047,مشهد - چناران,چناران,672454,4076439,250,30,4256,223325.46,459648,عميق,كشاورزي,برقي,مجاز,682973.46,دارد,6.72454E+12,1
1395-96,514829,آب مشهد,0,مشهد - چناران,چناران,669984,4071864,100,37.8,4256,0,579156,عميق,كشاورزي,ديزلي,مجاز,579156,ندارد,6.69984E+12,1
1395-96,515261,آب مشهد,975630,مشهد - چناران,چناران,668968,4078387,115,25.5,4256,257110.81,390701,عميق,كشاورزي,برقي,مجاز,647811.81,دارد,6.68968E+12,1
1395-96,517973,آب مشهد,16770,مشهد - چناران,چناران,669144,4071145,100,50,4256,-474555.71,766080,عميق,كشاورزي,برقي,مجاز,291524.29,دارد,6.69144E+12,1
1395-96,517974,آب مشهد,971687,مشهد - چناران,چناران,670860,4070159,100,30,4256,45058.95,459648,عميق,كشاورزي,برقي,مجاز,504706.95,دارد,6.7086E+12,1
1395-96,517623,آب مشهد,0,مشهد - چناران,چناران,676560,4086095,5,1,4256,0,15321.6,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,15321.6,ندارد,6.7656E+12,1
